,class
50911,GALAXY
7109,GALAXY
47157,QSO
68694,QSO
73610,STAR
47100,QSO
35606,GALAXY
55139,STAR
99244,QSO
79801,GALAXY
73881,QSO
864,GALAXY
82920,GALAXY
67916,GALAXY
26363,QSO
73,GALAXY
73975,GALAXY
96645,GALAXY
68092,GALAXY
98033,GALAXY
74869,QSO
8845,GALAXY
93974,STAR
62951,QSO
72885,GALAXY
35122,GALAXY
94266,GALAXY
35705,QSO
10751,QSO
84354,QSO
3394,GALAXY
2706,GALAXY
98898,GALAXY
16440,GALAXY
90283,GALAXY
70771,GALAXY
20414,GALAXY
56681,QSO
66300,GALAXY
47636,GALAXY
92960,STAR
94762,GALAXY
31764,QSO
78756,GALAXY
37721,STAR
30804,STAR
76900,GALAXY
67355,QSO
45853,GALAXY
92739,GALAXY
16797,STAR
83082,STAR
4393,QSO
33385,STAR
49042,GALAXY
23783,GALAXY
39981,QSO
42655,GALAXY
79148,GALAXY
98360,QSO
83125,GALAXY
65467,GALAXY
84475,GALAXY
92293,QSO
65635,GALAXY
93890,STAR
35168,GALAXY
28675,QSO
26107,GALAXY
36331,GALAXY
51250,GALAXY
4836,GALAXY
2915,QSO
13626,GALAXY
86027,GALAXY
81234,GALAXY
7676,STAR
64589,STAR
23850,GALAXY
60046,GALAXY
21286,GALAXY
43348,QSO
23544,STAR
43400,QSO
14089,GALAXY
7874,GALAXY
7258,GALAXY
35455,QSO
93208,GALAXY
4935,STAR
89951,GALAXY
27148,GALAXY
20399,STAR
79179,GALAXY
51341,GALAXY
16832,GALAXY
50915,QSO
38243,GALAXY
39870,GALAXY
40149,STAR
6208,GALAXY
52993,STAR
17584,QSO
21991,QSO
92335,GALAXY
98998,GALAXY
71008,GALAXY
81744,STAR
95221,QSO
12296,STAR
42630,GALAXY
93073,GALAXY
57150,GALAXY
68024,STAR
35477,GALAXY
35797,STAR
65148,GALAXY
80730,GALAXY
86193,GALAXY
28676,QSO
88613,QSO
27632,GALAXY
45266,STAR
31658,QSO
90014,GALAXY
31410,GALAXY
48315,QSO
83064,GALAXY
8566,GALAXY
40771,GALAXY
6784,GALAXY
30100,STAR
22161,QSO
59123,GALAXY
79497,STAR
97155,STAR
72450,STAR
35724,QSO
35045,GALAXY
5352,GALAXY
17917,GALAXY
50517,STAR
23819,GALAXY
24568,GALAXY
36158,QSO
72653,GALAXY
70394,GALAXY
37458,GALAXY
87720,GALAXY
8180,GALAXY
85750,STAR
80373,GALAXY
16549,GALAXY
37308,GALAXY
13711,GALAXY
64295,STAR
72660,STAR
76401,GALAXY
50460,GALAXY
46055,GALAXY
7719,STAR
9824,GALAXY
15200,GALAXY
68967,STAR
35612,GALAXY
7687,QSO
82489,STAR
6471,STAR
51487,QSO
11256,GALAXY
98604,GALAXY
79274,GALAXY
91722,GALAXY
18192,STAR
47412,QSO
66997,GALAXY
24047,STAR
54890,GALAXY
38318,STAR
32767,GALAXY
2929,GALAXY
99886,STAR
75320,STAR
48484,STAR
48848,GALAXY
15067,GALAXY
38668,GALAXY
48274,GALAXY
23328,GALAXY
58475,GALAXY
53192,STAR
44069,QSO
12062,QSO
2904,GALAXY
10568,GALAXY
96623,GALAXY
2995,GALAXY
66234,STAR
93616,QSO
3918,QSO
9881,STAR
61697,QSO
67217,STAR
68110,GALAXY
95584,GALAXY
40777,GALAXY
42854,QSO
44733,STAR
77128,STAR
2361,GALAXY
19010,GALAXY
91375,STAR
96489,QSO
7010,STAR
49792,STAR
965,STAR
49652,GALAXY
73173,GALAXY
71532,QSO
30169,QSO
62328,GALAXY
86450,GALAXY
40663,GALAXY
74027,GALAXY
18171,STAR
4650,GALAXY
11969,GALAXY
15206,GALAXY
13495,GALAXY
75162,STAR
58420,GALAXY
7186,GALAXY
52892,GALAXY
23278,GALAXY
729,GALAXY
98167,GALAXY
33214,GALAXY
34021,STAR
81747,GALAXY
74218,GALAXY
66835,STAR
75406,GALAXY
95609,GALAXY
3533,QSO
47406,GALAXY
43255,GALAXY
39063,GALAXY
14655,STAR
18247,STAR
83395,GALAXY
64365,GALAXY
74601,GALAXY
95268,GALAXY
56388,STAR
32465,STAR
97087,GALAXY
25933,STAR
6583,GALAXY
99900,QSO
70056,GALAXY
37873,STAR
51138,QSO
84714,GALAXY
63046,GALAXY
92032,GALAXY
40690,GALAXY
73856,GALAXY
5563,STAR
90177,GALAXY
94310,GALAXY
29416,GALAXY
91431,GALAXY
38582,GALAXY
50968,GALAXY
53345,GALAXY
97375,STAR
62828,QSO
43800,GALAXY
49979,QSO
71792,STAR
80617,STAR
24235,STAR
42891,GALAXY
81706,STAR
12633,GALAXY
73107,STAR
54315,QSO
59249,GALAXY
3901,QSO
54999,QSO
18963,GALAXY
83284,GALAXY
52776,GALAXY
35219,STAR
99062,QSO
76404,GALAXY
29819,QSO
34080,STAR
44636,GALAXY
23257,STAR
84343,STAR
36179,GALAXY
19962,QSO
65004,GALAXY
75434,GALAXY
61239,GALAXY
19288,QSO
38671,GALAXY
87550,QSO
37137,GALAXY
56991,QSO
3033,GALAXY
46927,QSO
75475,GALAXY
88435,GALAXY
79278,QSO
64298,STAR
49658,QSO
33129,GALAXY
87874,GALAXY
78786,QSO
81876,GALAXY
72456,STAR
75905,QSO
27771,QSO
11864,GALAXY
31348,QSO
97349,GALAXY
53516,QSO
80036,GALAXY
66154,GALAXY
59047,GALAXY
58869,GALAXY
71400,QSO
32688,QSO
87305,GALAXY
67275,GALAXY
77318,STAR
38206,STAR
93903,GALAXY
86567,GALAXY
88072,GALAXY
79000,GALAXY
67946,STAR
51703,GALAXY
88998,STAR
96382,STAR
32024,GALAXY
41606,GALAXY
81205,STAR
91010,STAR
11141,QSO
6375,GALAXY
75372,GALAXY
60679,GALAXY
18639,STAR
6751,QSO
61049,QSO
29790,GALAXY
85933,STAR
46931,STAR
89309,STAR
36429,QSO
60300,GALAXY
44364,GALAXY
80100,QSO
11360,GALAXY
38555,GALAXY
53578,GALAXY
66837,STAR
31106,GALAXY
75224,GALAXY
51245,STAR
11557,GALAXY
11498,GALAXY
23340,GALAXY
90858,GALAXY
78993,STAR
18657,GALAXY
25820,QSO
6534,GALAXY
81740,GALAXY
20172,QSO
4699,GALAXY
87884,GALAXY
83148,QSO
9233,QSO
34588,GALAXY
96413,GALAXY
4499,QSO
54480,GALAXY
60045,GALAXY
83106,GALAXY
26121,GALAXY
36564,GALAXY
99806,GALAXY
1662,QSO
73379,GALAXY
14080,GALAXY
35223,STAR
23432,GALAXY
5581,STAR
32403,GALAXY
18498,STAR
48251,GALAXY
2898,GALAXY
3281,STAR
15221,STAR
93420,GALAXY
62823,STAR
30025,GALAXY
46196,GALAXY
84478,GALAXY
85808,GALAXY
80992,QSO
25788,QSO
97685,GALAXY
71890,GALAXY
2472,STAR
30733,GALAXY
78199,STAR
51955,STAR
15643,GALAXY
52452,QSO
48583,GALAXY
55066,GALAXY
46483,QSO
63596,GALAXY
96393,GALAXY
9317,QSO
53754,GALAXY
66479,GALAXY
76576,GALAXY
15829,STAR
25613,GALAXY
56584,QSO
4839,GALAXY
56171,STAR
12460,GALAXY
73844,GALAXY
94659,QSO
83300,GALAXY
97969,GALAXY
67659,GALAXY
43460,GALAXY
34591,STAR
36588,GALAXY
12956,QSO
84821,GALAXY
30309,GALAXY
61206,STAR
78587,GALAXY
39762,GALAXY
8883,GALAXY
51039,QSO
70069,STAR
99584,GALAXY
27503,GALAXY
49478,GALAXY
19883,GALAXY
68207,GALAXY
78365,GALAXY
69502,GALAXY
23889,GALAXY
5416,GALAXY
68238,GALAXY
37503,GALAXY
62871,QSO
65758,STAR
86308,GALAXY
90603,GALAXY
45849,QSO
7860,STAR
52643,STAR
53861,STAR
9790,GALAXY
23600,GALAXY
86942,QSO
51185,GALAXY
21085,STAR
95271,QSO
95680,GALAXY
86635,STAR
62845,GALAXY
9285,GALAXY
16774,GALAXY
7568,GALAXY
94753,GALAXY
59457,GALAXY
21589,QSO
74922,GALAXY
67755,QSO
36571,GALAXY
71611,GALAXY
59121,STAR
45468,STAR
88052,QSO
86258,GALAXY
49401,QSO
82172,GALAXY
63058,GALAXY
20325,QSO
40756,GALAXY
19421,QSO
6118,GALAXY
62534,GALAXY
20419,STAR
56523,STAR
19237,GALAXY
32335,STAR
42955,STAR
71844,GALAXY
22709,STAR
18168,STAR
19750,GALAXY
51812,QSO
70213,GALAXY
9639,GALAXY
17100,STAR
17663,GALAXY
82552,STAR
61329,QSO
6694,STAR
26131,GALAXY
94207,GALAXY
5773,GALAXY
5645,QSO
88254,QSO
55997,GALAXY
75220,GALAXY
54319,GALAXY
28565,STAR
11130,GALAXY
3287,QSO
67157,GALAXY
70912,QSO
62122,GALAXY
9332,QSO
37033,GALAXY
43533,STAR
49920,STAR
32791,QSO
23545,QSO
66278,STAR
46331,STAR
34129,GALAXY
53756,STAR
49463,QSO
83493,STAR
65532,GALAXY
47195,STAR
18481,GALAXY
43405,GALAXY
61487,GALAXY
60463,GALAXY
95223,GALAXY
69636,STAR
95608,QSO
86769,GALAXY
25894,GALAXY
58932,GALAXY
9541,GALAXY
25458,GALAXY
65534,STAR
38294,STAR
77677,GALAXY
34154,GALAXY
13753,GALAXY
91607,STAR
98535,GALAXY
85028,QSO
15690,GALAXY
6730,GALAXY
6762,GALAXY
1453,GALAXY
85812,GALAXY
13523,GALAXY
62193,STAR
59162,STAR
42486,GALAXY
61184,GALAXY
18659,GALAXY
22135,GALAXY
39987,QSO
6043,STAR
59736,GALAXY
41583,GALAXY
39724,GALAXY
27904,GALAXY
60173,GALAXY
75227,STAR
9526,QSO
41540,GALAXY
73017,GALAXY
29596,GALAXY
49455,STAR
62054,STAR
55865,GALAXY
62117,GALAXY
46923,STAR
54399,GALAXY
3429,GALAXY
9642,STAR
68070,STAR
85781,STAR
46328,QSO
6160,QSO
39392,GALAXY
54252,GALAXY
26178,GALAXY
19328,QSO
74243,GALAXY
89692,GALAXY
39278,GALAXY
53694,GALAXY
59142,QSO
28594,GALAXY
14737,QSO
61186,GALAXY
39863,GALAXY
44765,QSO
3442,STAR
94019,STAR
10675,GALAXY
13470,QSO
36327,GALAXY
18649,GALAXY
7060,QSO
51861,GALAXY
16413,GALAXY
30615,STAR
81113,GALAXY
74738,GALAXY
98786,GALAXY
4732,STAR
49908,GALAXY
75417,QSO
39117,GALAXY
89148,GALAXY
79208,GALAXY
52363,GALAXY
72694,GALAXY
24477,GALAXY
55039,GALAXY
28064,QSO
25023,GALAXY
33973,GALAXY
46495,GALAXY
88745,GALAXY
20634,QSO
70106,QSO
77120,QSO
67358,STAR
96927,GALAXY
93727,STAR
46493,QSO
63561,GALAXY
74293,QSO
4193,GALAXY
89011,STAR
42414,STAR
92355,GALAXY
18718,GALAXY
24153,GALAXY
24256,GALAXY
57239,QSO
39639,GALAXY
18025,GALAXY
55670,GALAXY
68210,STAR
10839,STAR
18038,GALAXY
88222,GALAXY
59968,GALAXY
90454,GALAXY
25490,STAR
15302,GALAXY
45499,GALAXY
89554,GALAXY
47555,QSO
54672,GALAXY
2783,GALAXY
51819,QSO
30126,QSO
38265,GALAXY
35076,GALAXY
44961,GALAXY
48664,STAR
90606,STAR
76293,STAR
58271,GALAXY
6486,GALAXY
53815,GALAXY
62460,GALAXY
99684,GALAXY
7507,GALAXY
34849,QSO
62860,GALAXY
50102,STAR
73785,GALAXY
23585,STAR
10261,QSO
56010,QSO
50229,STAR
46024,GALAXY
87497,GALAXY
48962,STAR
73454,QSO
83087,GALAXY
36802,STAR
23474,GALAXY
86754,QSO
91252,QSO
38879,GALAXY
1750,GALAXY
96077,QSO
17428,GALAXY
45256,GALAXY
63019,QSO
98412,STAR
60263,QSO
62804,GALAXY
35800,GALAXY
26335,GALAXY
23736,STAR
97288,QSO
72709,QSO
7988,GALAXY
43722,STAR
31142,GALAXY
38649,GALAXY
97593,GALAXY
22107,STAR
85928,STAR
74146,GALAXY
75612,QSO
79050,STAR
19769,GALAXY
3701,GALAXY
53367,STAR
64158,GALAXY
8683,QSO
84211,GALAXY
14512,QSO
61791,GALAXY
87820,GALAXY
1799,QSO
34832,GALAXY
49614,QSO
18143,GALAXY
31561,GALAXY
83085,GALAXY
46723,GALAXY
86927,GALAXY
10111,GALAXY
90997,GALAXY
3767,GALAXY
62930,GALAXY
2284,GALAXY
62128,GALAXY
53174,GALAXY
861,GALAXY
37995,GALAXY
677,GALAXY
52550,STAR
7526,GALAXY
88810,QSO
58981,GALAXY
2965,GALAXY
29901,STAR
41175,GALAXY
26568,GALAXY
18389,GALAXY
96121,STAR
51735,GALAXY
28531,GALAXY
35728,STAR
42759,GALAXY
8890,STAR
63896,GALAXY
48151,QSO
63523,GALAXY
99286,GALAXY
46131,GALAXY
94514,GALAXY
18076,GALAXY
9335,STAR
61970,QSO
43615,QSO
68901,GALAXY
16434,GALAXY
5166,GALAXY
3197,GALAXY
76000,STAR
11269,STAR
66818,GALAXY
77162,GALAXY
4139,QSO
55500,GALAXY
69015,STAR
8043,STAR
31191,GALAXY
26137,GALAXY
52511,GALAXY
52048,GALAXY
82896,STAR
28624,QSO
91321,STAR
58294,QSO
38703,GALAXY
60530,GALAXY
9136,GALAXY
52517,GALAXY
97093,GALAXY
44753,STAR
57227,QSO
77895,QSO
67479,GALAXY
94793,GALAXY
46325,GALAXY
19905,GALAXY
79479,QSO
63327,STAR
40176,QSO
71524,GALAXY
56943,GALAXY
78824,GALAXY
22808,GALAXY
79571,QSO
40461,GALAXY
30292,GALAXY
69506,GALAXY
53682,GALAXY
21153,STAR
91760,GALAXY
93772,GALAXY
90176,QSO
13085,QSO
1486,GALAXY
26434,QSO
2822,STAR
34821,GALAXY
56558,GALAXY
747,GALAXY
17916,GALAXY
44894,GALAXY
41201,STAR
47551,STAR
81292,QSO
75036,QSO
70814,GALAXY
24619,STAR
51526,GALAXY
69729,QSO
12438,GALAXY
98993,STAR
71140,GALAXY
3897,GALAXY
23062,GALAXY
91100,GALAXY
39134,GALAXY
20451,QSO
50526,GALAXY
65839,GALAXY
37456,GALAXY
24918,GALAXY
975,GALAXY
14175,QSO
9326,GALAXY
65763,GALAXY
31109,GALAXY
45135,GALAXY
47463,STAR
69897,GALAXY
95286,GALAXY
38323,STAR
57760,GALAXY
11029,QSO
86446,GALAXY
47962,GALAXY
3952,GALAXY
55425,GALAXY
55975,STAR
55893,GALAXY
95386,GALAXY
90888,GALAXY
61740,GALAXY
84561,GALAXY
3880,QSO
13401,GALAXY
27627,GALAXY
98509,GALAXY
78147,GALAXY
13888,GALAXY
26771,GALAXY
97963,GALAXY
58712,STAR
90709,QSO
72008,QSO
11081,GALAXY
59125,GALAXY
27199,GALAXY
95715,STAR
73096,GALAXY
6640,GALAXY
25511,STAR
2339,QSO
83720,STAR
75403,GALAXY
1793,GALAXY
45818,STAR
64664,GALAXY
52805,GALAXY
77814,GALAXY
42867,GALAXY
94397,QSO
88830,QSO
61896,GALAXY
57966,GALAXY
88389,GALAXY
48704,QSO
85998,QSO
21608,GALAXY
67551,GALAXY
1098,GALAXY
3661,GALAXY
91332,GALAXY
97316,STAR
84312,GALAXY
83776,QSO
40214,GALAXY
56125,GALAXY
42918,GALAXY
29639,STAR
60570,QSO
64568,GALAXY
53328,GALAXY
1970,GALAXY
39686,GALAXY
85584,QSO
66855,GALAXY
33228,GALAXY
93638,GALAXY
67909,QSO
86385,GALAXY
3285,STAR
49767,GALAXY
27275,GALAXY
66578,STAR
7155,GALAXY
44572,STAR
64156,GALAXY
11240,GALAXY
80715,STAR
64218,GALAXY
26582,GALAXY
39459,GALAXY
66687,GALAXY
22262,QSO
58788,GALAXY
74702,STAR
80670,QSO
29575,GALAXY
94737,GALAXY
18269,GALAXY
42085,GALAXY
50637,QSO
14350,GALAXY
83698,GALAXY
65792,GALAXY
71697,GALAXY
67612,GALAXY
51257,GALAXY
13180,GALAXY
55946,STAR
85815,GALAXY
72824,STAR
93859,GALAXY
52772,STAR
48411,GALAXY
48341,GALAXY
25627,GALAXY
17877,QSO
71640,STAR
87839,GALAXY
23941,STAR
31289,STAR
60014,QSO
86498,STAR
39595,GALAXY
8269,STAR
69399,STAR
13839,GALAXY
4081,GALAXY
38498,GALAXY
81908,GALAXY
74433,GALAXY
97943,GALAXY
44910,STAR
92504,STAR
56181,QSO
81343,GALAXY
45705,STAR
43285,GALAXY
22338,GALAXY
40523,STAR
16886,GALAXY
83135,GALAXY
18088,GALAXY
27527,STAR
72399,GALAXY
27511,STAR
72554,GALAXY
60287,GALAXY
22217,GALAXY
2595,STAR
95064,GALAXY
70730,GALAXY
94586,STAR
4279,QSO
31180,GALAXY
50671,GALAXY
64240,STAR
2956,GALAXY
24810,GALAXY
94792,GALAXY
45252,STAR
8830,GALAXY
36374,GALAXY
40985,STAR
43363,GALAXY
40989,GALAXY
98611,GALAXY
31572,GALAXY
32864,QSO
87196,QSO
10161,QSO
9839,QSO
38590,GALAXY
61371,QSO
87440,GALAXY
78516,QSO
41745,STAR
24697,STAR
8932,GALAXY
33365,STAR
48523,STAR
92666,GALAXY
94855,STAR
15584,GALAXY
86922,STAR
97437,QSO
24255,GALAXY
26504,QSO
44431,GALAXY
91656,GALAXY
36051,GALAXY
80719,STAR
67736,GALAXY
10555,STAR
65929,QSO
47933,QSO
92390,GALAXY
35504,GALAXY
53301,QSO
40060,GALAXY
89236,GALAXY
2225,GALAXY
98511,GALAXY
79255,GALAXY
43169,GALAXY
16711,GALAXY
80380,QSO
70078,GALAXY
71149,STAR
90872,GALAXY
94180,GALAXY
94854,GALAXY
90409,QSO
32400,GALAXY
57361,GALAXY
22904,STAR
86122,GALAXY
17777,GALAXY
88439,GALAXY
16101,GALAXY
48301,GALAXY
21693,QSO
74444,QSO
49437,GALAXY
122,GALAXY
37856,STAR
6192,GALAXY
29956,GALAXY
25323,QSO
67125,GALAXY
50945,QSO
82969,QSO
44407,GALAXY
70022,QSO
99644,QSO
39068,GALAXY
73150,GALAXY
95895,QSO
31036,STAR
53278,STAR
18372,QSO
22849,QSO
64147,GALAXY
95892,GALAXY
95127,GALAXY
41937,QSO
72534,GALAXY
10546,GALAXY
2272,QSO
69094,QSO
74799,GALAXY
28678,QSO
60387,STAR
81004,QSO
17031,STAR
98820,STAR
29397,GALAXY
61388,GALAXY
90544,STAR
6330,QSO
32333,STAR
94178,GALAXY
15934,QSO
60773,GALAXY
3114,GALAXY
41808,QSO
76462,GALAXY
41673,GALAXY
59114,QSO
89799,GALAXY
84896,GALAXY
596,STAR
75657,GALAXY
9169,GALAXY
38694,GALAXY
99456,QSO
79116,STAR
22874,GALAXY
44975,STAR
31840,STAR
33892,STAR
48296,GALAXY
82747,STAR
83998,STAR
76243,GALAXY
79688,QSO
40637,GALAXY
18290,STAR
94272,GALAXY
33061,GALAXY
72509,GALAXY
25677,GALAXY
6257,QSO
9855,GALAXY
62145,GALAXY
20198,GALAXY
37954,STAR
53777,QSO
39671,STAR
5375,GALAXY
66955,GALAXY
59119,STAR
31770,STAR
78543,GALAXY
44730,GALAXY
34110,STAR
24959,GALAXY
62985,GALAXY
21226,GALAXY
38464,STAR
51121,GALAXY
12276,STAR
71315,STAR
79202,STAR
30930,QSO
43861,STAR
94955,QSO
44006,GALAXY
46105,GALAXY
17201,GALAXY
15832,GALAXY
62958,GALAXY
14320,STAR
24148,GALAXY
93778,GALAXY
90725,GALAXY
36059,GALAXY
31784,QSO
37393,GALAXY
48136,STAR
69396,QSO
73759,GALAXY
62288,GALAXY
49762,QSO
18022,QSO
1621,GALAXY
39483,GALAXY
38094,GALAXY
83962,QSO
85973,GALAXY
97987,STAR
27837,STAR
51553,GALAXY
86814,STAR
31562,QSO
15254,GALAXY
13737,GALAXY
81433,GALAXY
91727,GALAXY
17413,QSO
67243,QSO
64950,GALAXY
45086,GALAXY
82842,STAR
48130,GALAXY
65723,STAR
81697,GALAXY
21557,GALAXY
65804,GALAXY
24036,GALAXY
65147,GALAXY
25685,GALAXY
96861,STAR
39590,STAR
11636,STAR
90258,STAR
18401,GALAXY
26565,QSO
9599,QSO
81350,GALAXY
94582,GALAXY
81156,QSO
91405,GALAXY
75717,GALAXY
16570,STAR
42564,GALAXY
70336,STAR
35114,QSO
52301,GALAXY
16675,STAR
69734,GALAXY
66702,STAR
35345,GALAXY
66374,STAR
84594,GALAXY
28661,STAR
48824,GALAXY
48853,QSO
86882,STAR
97089,GALAXY
56515,GALAXY
32179,QSO
9367,GALAXY
79891,GALAXY
74966,QSO
82237,STAR
99728,GALAXY
88597,QSO
37122,GALAXY
85416,GALAXY
91817,GALAXY
87121,GALAXY
55762,QSO
15012,GALAXY
17513,GALAXY
58911,QSO
10574,GALAXY
41555,STAR
90260,STAR
82097,GALAXY
89693,GALAXY
2167,STAR
21116,GALAXY
87664,GALAXY
80963,GALAXY
71353,GALAXY
85674,GALAXY
26727,GALAXY
30985,QSO
96528,STAR
58149,GALAXY
30554,STAR
29981,QSO
25154,QSO
74560,GALAXY
6132,GALAXY
7459,QSO
82120,STAR
21683,GALAXY
97756,GALAXY
61138,GALAXY
5168,GALAXY
1559,GALAXY
54109,GALAXY
53160,STAR
45059,GALAXY
98311,STAR
53322,QSO
21886,QSO
35140,QSO
40479,GALAXY
40786,GALAXY
30765,QSO
96454,GALAXY
62550,GALAXY
82079,GALAXY
55701,GALAXY
3341,GALAXY
13936,GALAXY
76410,STAR
13482,GALAXY
29052,QSO
3851,QSO
32856,GALAXY
77922,STAR
67752,GALAXY
79775,GALAXY
62181,GALAXY
83999,GALAXY
59253,GALAXY
23369,STAR
84230,GALAXY
62917,GALAXY
86554,STAR
40098,QSO
58090,STAR
56487,QSO
32490,GALAXY
3515,GALAXY
28786,GALAXY
83911,GALAXY
14579,STAR
33203,QSO
56932,GALAXY
69863,QSO
82908,GALAXY
19121,GALAXY
55389,GALAXY
21515,GALAXY
8779,GALAXY
12258,GALAXY
75329,STAR
47292,QSO
41533,GALAXY
1323,GALAXY
22897,GALAXY
86946,GALAXY
46643,GALAXY
19506,STAR
39418,GALAXY
75433,GALAXY
19645,STAR
38778,GALAXY
37771,GALAXY
44561,GALAXY
10217,GALAXY
68106,GALAXY
67682,STAR
50655,GALAXY
20813,QSO
65360,GALAXY
2290,GALAXY
90015,GALAXY
36002,STAR
91591,GALAXY
80488,STAR
37529,GALAXY
61959,GALAXY
95093,GALAXY
15127,GALAXY
92854,STAR
41223,STAR
87807,STAR
81771,QSO
12498,GALAXY
20930,STAR
70343,GALAXY
67676,QSO
43243,STAR
11822,GALAXY
38674,GALAXY
47393,STAR
65864,STAR
42377,GALAXY
73644,GALAXY
77926,GALAXY
22647,GALAXY
28184,GALAXY
34777,GALAXY
96743,QSO
80253,GALAXY
3016,GALAXY
78915,GALAXY
57380,GALAXY
83348,QSO
1499,QSO
80755,GALAXY
87796,STAR
9182,QSO
73829,GALAXY
76530,GALAXY
80099,STAR
90616,GALAXY
6621,GALAXY
32991,QSO
13680,STAR
47321,STAR
20235,STAR
89760,GALAXY
65321,GALAXY
25504,GALAXY
9605,GALAXY
58395,GALAXY
91958,GALAXY
98760,STAR
88787,QSO
99369,STAR
11176,STAR
14838,GALAXY
2473,STAR
1424,STAR
99345,QSO
94784,GALAXY
47528,GALAXY
8601,GALAXY
9113,GALAXY
45980,GALAXY
58185,GALAXY
67126,GALAXY
28092,GALAXY
17638,STAR
89835,GALAXY
63209,GALAXY
60819,GALAXY
74787,GALAXY
97862,STAR
84223,GALAXY
38532,GALAXY
43165,GALAXY
64117,GALAXY
91488,GALAXY
97328,STAR
28355,GALAXY
41998,QSO
36198,STAR
25695,GALAXY
38883,GALAXY
31145,GALAXY
9088,GALAXY
92675,QSO
79687,STAR
48535,GALAXY
90001,QSO
44587,GALAXY
40002,QSO
92878,GALAXY
84546,GALAXY
45428,STAR
10902,STAR
9563,GALAXY
9457,GALAXY
15263,GALAXY
94863,GALAXY
34860,STAR
39254,GALAXY
60247,GALAXY
21105,GALAXY
64162,GALAXY
47503,STAR
61068,GALAXY
41569,STAR
98790,STAR
57756,STAR
91806,GALAXY
19061,STAR
27507,GALAXY
42872,GALAXY
90179,GALAXY
35058,GALAXY
59807,GALAXY
77952,GALAXY
91736,STAR
65907,GALAXY
16403,GALAXY
58983,GALAXY
61738,GALAXY
54828,QSO
94450,GALAXY
18474,GALAXY
21037,STAR
29183,GALAXY
47351,QSO
43141,GALAXY
35706,STAR
57093,QSO
58467,GALAXY
97670,GALAXY
49656,GALAXY
88475,QSO
5609,GALAXY
38131,GALAXY
81397,GALAXY
62669,GALAXY
51627,QSO
57237,GALAXY
42910,GALAXY
60721,GALAXY
77683,QSO
86623,QSO
77853,STAR
43507,GALAXY
49327,GALAXY
15003,STAR
97587,GALAXY
27336,STAR
66664,QSO
5605,QSO
77393,QSO
10254,QSO
66272,GALAXY
17564,STAR
71699,GALAXY
52534,GALAXY
44059,GALAXY
39209,GALAXY
19926,GALAXY
59711,STAR
50412,QSO
33475,STAR
39360,GALAXY
38474,GALAXY
17798,GALAXY
13831,GALAXY
661,GALAXY
19726,GALAXY
35767,GALAXY
53414,STAR
24175,GALAXY
14795,STAR
55970,GALAXY
15901,GALAXY
11920,GALAXY
40897,GALAXY
40866,STAR
72993,STAR
38636,GALAXY
97318,STAR
53042,STAR
62995,QSO
25117,GALAXY
69501,GALAXY
92248,GALAXY
61614,GALAXY
15673,STAR
42697,GALAXY
61341,STAR
70781,GALAXY
5833,STAR
21823,QSO
40631,QSO
61582,GALAXY
98488,GALAXY
4449,GALAXY
69032,STAR
54821,STAR
4523,GALAXY
77834,GALAXY
77485,GALAXY
18816,STAR
27940,QSO
6830,GALAXY
18838,GALAXY
62199,GALAXY
78743,GALAXY
62591,GALAXY
6142,GALAXY
47460,STAR
18026,GALAXY
52176,GALAXY
17226,STAR
15041,STAR
27253,GALAXY
26403,GALAXY
11038,GALAXY
40238,GALAXY
28700,GALAXY
93936,STAR
15044,GALAXY
4840,GALAXY
45072,GALAXY
11292,GALAXY
85517,QSO
88233,GALAXY
1555,GALAXY
71409,GALAXY
7430,STAR
19572,STAR
22197,QSO
54154,QSO
68476,GALAXY
35465,GALAXY
91614,GALAXY
19512,QSO
75845,GALAXY
81019,STAR
41993,GALAXY
69462,STAR
99945,GALAXY
38251,GALAXY
60342,QSO
73397,GALAXY
42695,GALAXY
33618,GALAXY
62646,GALAXY
77676,QSO
7834,STAR
63776,GALAXY
51401,GALAXY
61607,GALAXY
78556,STAR
48949,STAR
60483,GALAXY
80987,GALAXY
65936,GALAXY
82081,QSO
13245,GALAXY
60748,STAR
78981,GALAXY
85680,GALAXY
24222,GALAXY
40331,GALAXY
71468,GALAXY
14436,GALAXY
77923,STAR
92705,GALAXY
20608,STAR
8782,GALAXY
71888,STAR
46199,GALAXY
76198,GALAXY
80968,GALAXY
38459,GALAXY
18369,GALAXY
26110,STAR
35175,GALAXY
79045,GALAXY
89168,GALAXY
43176,GALAXY
60249,GALAXY
13529,GALAXY
93180,GALAXY
77645,STAR
39098,GALAXY
86486,STAR
16077,GALAXY
20446,QSO
78206,QSO
8928,GALAXY
93942,GALAXY
93717,GALAXY
45281,STAR
45218,GALAXY
84338,QSO
72519,GALAXY
2148,QSO
45326,GALAXY
96107,QSO
53274,GALAXY
24313,GALAXY
11226,GALAXY
56433,GALAXY
13541,GALAXY
27042,GALAXY
3095,GALAXY
80760,QSO
61932,GALAXY
54848,GALAXY
83169,QSO
68902,STAR
29101,QSO
39126,GALAXY
85355,GALAXY
36426,STAR
84638,GALAXY
25141,QSO
20150,STAR
14139,GALAXY
80710,GALAXY
78942,GALAXY
80154,STAR
24451,STAR
10245,GALAXY
30677,GALAXY
67004,QSO
6828,QSO
93812,GALAXY
82132,GALAXY
86764,STAR
48944,GALAXY
62580,GALAXY
70684,GALAXY
