,class
10231,QSO
10232,GALAXY
10233,GALAXY
10234,QSO
10235,GALAXY
10236,GALAXY
10237,GALAXY
10238,GALAXY
10239,GALAXY
10240,STAR
10241,QSO
10242,QSO
10243,STAR
10244,GALAXY
10245,GALAXY
10246,STAR
10247,STAR
10248,GALAXY
10249,STAR
10250,GALAXY
10251,STAR
10252,QSO
10253,QSO
10254,QSO
10255,STAR
10256,GALAXY
10257,GALAXY
10258,GALAXY
10259,STAR
10260,STAR
10261,GALAXY
10262,GALAXY
10263,GALAXY
10264,STAR
10265,GALAXY
10266,GALAXY
10267,QSO
10268,QSO
10269,STAR
10270,STAR
10271,GALAXY
10272,GALAXY
10273,GALAXY
10274,GALAXY
10275,GALAXY
10276,QSO
10277,GALAXY
10278,GALAXY
10279,GALAXY
10280,QSO
10281,QSO
10282,GALAXY
10283,GALAXY
10284,GALAXY
10285,STAR
10286,GALAXY
10287,GALAXY
10288,STAR
10289,STAR
10290,GALAXY
10291,GALAXY
10292,STAR
10293,GALAXY
10294,QSO
10295,QSO
10296,STAR
10297,GALAXY
10298,QSO
10299,GALAXY
10300,STAR
10301,QSO
10302,GALAXY
10303,GALAXY
10304,QSO
10305,GALAXY
10306,GALAXY
10307,GALAXY
10308,GALAXY
10309,GALAXY
10310,GALAXY
10311,GALAXY
10312,STAR
10313,GALAXY
10314,STAR
10315,GALAXY
10316,GALAXY
10317,GALAXY
10318,GALAXY
10319,STAR
10320,QSO
10321,GALAXY
10322,GALAXY
10323,GALAXY
10324,GALAXY
10325,GALAXY
10326,QSO
10327,GALAXY
10328,GALAXY
10329,GALAXY
10330,GALAXY
10331,GALAXY
10332,STAR
10333,QSO
10334,QSO
10335,STAR
10336,STAR
10337,STAR
10338,GALAXY
10339,GALAXY
10340,STAR
10341,GALAXY
10342,GALAXY
10343,STAR
10344,QSO
10345,GALAXY
10346,QSO
10347,GALAXY
10348,GALAXY
10349,GALAXY
10350,GALAXY
10351,GALAXY
10352,QSO
10353,GALAXY
10354,GALAXY
10355,GALAXY
10356,QSO
10357,QSO
10358,GALAXY
10359,QSO
10360,GALAXY
10361,GALAXY
10362,GALAXY
10363,GALAXY
10364,GALAXY
10365,GALAXY
10366,GALAXY
10367,GALAXY
10368,STAR
10369,QSO
10370,GALAXY
10371,GALAXY
10372,GALAXY
10373,QSO
10374,GALAXY
10375,GALAXY
10376,GALAXY
10377,GALAXY
10378,GALAXY
10379,GALAXY
10380,GALAXY
10381,GALAXY
10382,STAR
10383,GALAXY
10384,GALAXY
10385,GALAXY
10386,STAR
10387,QSO
10388,GALAXY
10389,GALAXY
10390,GALAXY
10391,GALAXY
10392,GALAXY
10393,STAR
10394,GALAXY
10395,QSO
10396,STAR
10397,GALAXY
10398,GALAXY
10399,QSO
10400,GALAXY
10401,QSO
10402,GALAXY
10403,GALAXY
10404,QSO
10405,GALAXY
10406,STAR
10407,QSO
10408,GALAXY
10409,GALAXY
10410,STAR
10411,STAR
10412,GALAXY
10413,STAR
10414,GALAXY
10415,GALAXY
10416,GALAXY
10417,GALAXY
10418,GALAXY
10419,STAR
10420,STAR
10421,GALAXY
10422,QSO
10423,QSO
10424,QSO
10425,QSO
10426,STAR
10427,QSO
10428,GALAXY
10429,QSO
10430,STAR
10431,GALAXY
10432,GALAXY
10433,GALAXY
10434,QSO
10435,QSO
10436,GALAXY
10437,GALAXY
10438,GALAXY
10439,GALAXY
10440,QSO
10441,QSO
10442,STAR
10443,STAR
10444,STAR
10445,GALAXY
10446,GALAXY
10447,GALAXY
10448,GALAXY
10449,GALAXY
10450,QSO
10451,GALAXY
10452,GALAXY
10453,GALAXY
10454,GALAXY
10455,QSO
10456,GALAXY
10457,GALAXY
10458,QSO
10459,GALAXY
10460,STAR
10461,GALAXY
10462,STAR
10463,STAR
10464,STAR
10465,GALAXY
10466,QSO
10467,GALAXY
10468,GALAXY
10469,QSO
10470,QSO
10471,STAR
10472,GALAXY
10473,GALAXY
10474,QSO
10475,GALAXY
10476,GALAXY
10477,QSO
10478,GALAXY
10479,STAR
10480,STAR
10481,GALAXY
10482,QSO
10483,GALAXY
10484,GALAXY
10485,GALAXY
10486,STAR
10487,STAR
10488,GALAXY
10489,GALAXY
10490,GALAXY
10491,GALAXY
10492,GALAXY
10493,QSO
10494,GALAXY
10495,STAR
10496,QSO
10497,GALAXY
10498,GALAXY
10499,GALAXY
10500,GALAXY
10501,GALAXY
10502,QSO
10503,STAR
10504,STAR
10505,STAR
10506,STAR
10507,GALAXY
10508,GALAXY
10509,QSO
10510,GALAXY
10511,QSO
10512,STAR
10513,QSO
10514,GALAXY
10515,QSO
10516,GALAXY
10517,GALAXY
10518,GALAXY
10519,STAR
10520,GALAXY
10521,GALAXY
10522,QSO
10523,GALAXY
10524,GALAXY
10525,GALAXY
10526,GALAXY
10527,QSO
10528,GALAXY
10529,STAR
10530,GALAXY
10531,GALAXY
10532,GALAXY
10533,GALAXY
10534,STAR
10535,GALAXY
10536,GALAXY
10537,GALAXY
10538,QSO
10539,QSO
10540,STAR
10541,STAR
10542,GALAXY
10543,GALAXY
10544,GALAXY
10545,STAR
10546,GALAXY
10547,STAR
10548,QSO
10549,GALAXY
10550,GALAXY
10551,GALAXY
10552,STAR
10553,GALAXY
10554,QSO
10555,QSO
10556,STAR
10557,STAR
10558,GALAXY
10559,GALAXY
10560,GALAXY
10561,GALAXY
10562,GALAXY
10563,STAR
10564,STAR
10565,GALAXY
10566,GALAXY
10567,GALAXY
10568,STAR
10569,GALAXY
10570,GALAXY
10571,QSO
10572,QSO
10573,GALAXY
10574,QSO
10575,GALAXY
10576,GALAXY
10577,GALAXY
10578,STAR
10579,QSO
10580,GALAXY
10581,GALAXY
10582,GALAXY
10583,GALAXY
10584,STAR
10585,QSO
10586,GALAXY
10587,GALAXY
10588,GALAXY
10589,GALAXY
10590,GALAXY
10591,GALAXY
10592,STAR
10593,QSO
10594,STAR
10595,GALAXY
10596,QSO
10597,GALAXY
10598,STAR
10599,QSO
10600,GALAXY
10601,GALAXY
10602,GALAXY
10603,GALAXY
10604,GALAXY
10605,GALAXY
10606,GALAXY
10607,GALAXY
10608,QSO
10609,GALAXY
10610,STAR
10611,STAR
10612,GALAXY
10613,GALAXY
10614,STAR
10615,GALAXY
10616,GALAXY
10617,GALAXY
10618,QSO
10619,STAR
10620,GALAXY
10621,GALAXY
10622,STAR
10623,GALAXY
10624,QSO
10625,STAR
10626,GALAXY
10627,GALAXY
10628,STAR
10629,GALAXY
10630,GALAXY
10631,GALAXY
10632,QSO
10633,QSO
10634,STAR
10635,QSO
10636,GALAXY
10637,GALAXY
10638,GALAXY
10639,GALAXY
10640,GALAXY
10641,QSO
10642,GALAXY
10643,STAR
10644,QSO
10645,QSO
10646,STAR
10647,STAR
10648,GALAXY
10649,GALAXY
10650,GALAXY
10651,GALAXY
10652,GALAXY
10653,QSO
10654,STAR
10655,GALAXY
10656,STAR
10657,GALAXY
10658,GALAXY
10659,GALAXY
10660,STAR
10661,GALAXY
10662,GALAXY
10663,GALAXY
10664,QSO
10665,GALAXY
10666,QSO
10667,GALAXY
10668,GALAXY
10669,GALAXY
10670,GALAXY
10671,GALAXY
10672,GALAXY
10673,GALAXY
10674,GALAXY
10675,STAR
10676,GALAXY
10677,QSO
10678,GALAXY
10679,GALAXY
10680,QSO
10681,GALAXY
10682,GALAXY
10683,GALAXY
10684,GALAXY
10685,STAR
10686,GALAXY
10687,STAR
10688,GALAXY
10689,GALAXY
10690,GALAXY
10691,GALAXY
10692,GALAXY
10693,STAR
10694,GALAXY
10695,GALAXY
10696,GALAXY
10697,GALAXY
10698,GALAXY
10699,GALAXY
10700,GALAXY
10701,GALAXY
10702,GALAXY
10703,STAR
10704,GALAXY
10705,GALAXY
10706,GALAXY
10707,GALAXY
10708,QSO
10709,GALAXY
10710,GALAXY
10711,GALAXY
10712,GALAXY
10713,QSO
10714,STAR
10715,STAR
10716,QSO
10717,GALAXY
10718,GALAXY
10719,STAR
10720,QSO
10721,GALAXY
10722,GALAXY
10723,STAR
10724,STAR
10725,GALAXY
10726,GALAXY
10727,GALAXY
10728,QSO
10729,GALAXY
10730,QSO
10731,QSO
10732,QSO
10733,GALAXY
10734,GALAXY
10735,STAR
10736,GALAXY
10737,STAR
10738,GALAXY
10739,STAR
10740,GALAXY
10741,GALAXY
10742,GALAXY
10743,GALAXY
10744,QSO
10745,QSO
10746,STAR
10747,GALAXY
10748,GALAXY
10749,STAR
10750,STAR
10751,QSO
10752,GALAXY
10753,GALAXY
10754,GALAXY
10755,QSO
10756,GALAXY
10757,GALAXY
10758,STAR
10759,GALAXY
10760,GALAXY
10761,GALAXY
10762,GALAXY
10763,GALAXY
10764,STAR
10765,STAR
10766,QSO
10767,GALAXY
10768,GALAXY
10769,QSO
10770,QSO
10771,GALAXY
10772,GALAXY
10773,GALAXY
10774,GALAXY
10775,GALAXY
10776,GALAXY
10777,GALAXY
10778,GALAXY
10779,GALAXY
10780,GALAXY
10781,STAR
10782,GALAXY
10783,GALAXY
10784,GALAXY
10785,QSO
10786,QSO
10787,GALAXY
10788,STAR
10789,GALAXY
10790,GALAXY
10791,GALAXY
10792,GALAXY
10793,GALAXY
10794,STAR
10795,GALAXY
10796,GALAXY
10797,GALAXY
10798,GALAXY
10799,STAR
10800,QSO
10801,GALAXY
10802,STAR
10803,GALAXY
10804,GALAXY
10805,GALAXY
10806,GALAXY
10807,GALAXY
10808,GALAXY
10809,GALAXY
10810,GALAXY
10811,GALAXY
10812,QSO
10813,QSO
10814,STAR
10815,QSO
10816,GALAXY
10817,STAR
10818,QSO
10819,QSO
10820,GALAXY
10821,GALAXY
10822,QSO
10823,STAR
10824,GALAXY
10825,QSO
10826,GALAXY
10827,QSO
10828,STAR
10829,GALAXY
10830,GALAXY
10831,GALAXY
10832,GALAXY
10833,STAR
10834,GALAXY
10835,QSO
10836,STAR
10837,GALAXY
10838,GALAXY
10839,STAR
10840,GALAXY
10841,GALAXY
10842,GALAXY
10843,GALAXY
10844,GALAXY
10845,GALAXY
10846,GALAXY
10847,GALAXY
10848,QSO
10849,GALAXY
10850,STAR
10851,STAR
10852,STAR
10853,QSO
10854,GALAXY
10855,QSO
10856,GALAXY
10857,STAR
10858,QSO
10859,QSO
10860,QSO
10861,GALAXY
10862,STAR
10863,QSO
10864,GALAXY
10865,GALAXY
10866,QSO
10867,QSO
10868,GALAXY
10869,GALAXY
10870,GALAXY
10871,GALAXY
10872,GALAXY
10873,GALAXY
10874,GALAXY
10875,GALAXY
10876,GALAXY
10877,STAR
10878,GALAXY
10879,GALAXY
10880,GALAXY
10881,GALAXY
10882,QSO
10883,STAR
10884,GALAXY
10885,QSO
10886,GALAXY
10887,GALAXY
10888,GALAXY
10889,GALAXY
10890,GALAXY
10891,STAR
10892,QSO
10893,STAR
10894,GALAXY
10895,STAR
10896,GALAXY
10897,GALAXY
10898,GALAXY
10899,GALAXY
10900,QSO
10901,STAR
10902,STAR
10903,GALAXY
10904,GALAXY
10905,GALAXY
10906,GALAXY
10907,GALAXY
10908,STAR
10909,QSO
10910,GALAXY
10911,GALAXY
10912,GALAXY
10913,STAR
10914,QSO
10915,STAR
10916,GALAXY
10917,STAR
10918,QSO
10919,GALAXY
10920,QSO
10921,GALAXY
10922,GALAXY
10923,GALAXY
10924,QSO
10925,STAR
10926,GALAXY
10927,GALAXY
10928,QSO
10929,GALAXY
10930,GALAXY
10931,QSO
10932,GALAXY
10933,QSO
10934,GALAXY
10935,GALAXY
10936,STAR
10937,GALAXY
10938,GALAXY
10939,GALAXY
10940,GALAXY
10941,GALAXY
10942,QSO
10943,STAR
10944,GALAXY
10945,GALAXY
10946,GALAXY
10947,GALAXY
10948,GALAXY
10949,GALAXY
10950,GALAXY
10951,GALAXY
10952,GALAXY
10953,GALAXY
10954,STAR
10955,QSO
10956,GALAXY
10957,GALAXY
10958,STAR
10959,STAR
10960,STAR
10961,GALAXY
10962,GALAXY
10963,GALAXY
10964,QSO
10965,QSO
10966,QSO
10967,GALAXY
10968,GALAXY
10969,GALAXY
10970,STAR
10971,GALAXY
10972,QSO
10973,GALAXY
10974,QSO
10975,GALAXY
10976,STAR
10977,GALAXY
10978,STAR
10979,GALAXY
10980,GALAXY
10981,GALAXY
10982,QSO
10983,GALAXY
10984,STAR
10985,QSO
10986,GALAXY
10987,GALAXY
10988,GALAXY
10989,QSO
10990,GALAXY
10991,QSO
10992,QSO
10993,GALAXY
10994,STAR
10995,GALAXY
10996,STAR
10997,GALAXY
10998,GALAXY
10999,GALAXY
11000,GALAXY
11001,STAR
11002,GALAXY
11003,GALAXY
11004,QSO
11005,GALAXY
11006,GALAXY
11007,STAR
11008,GALAXY
11009,GALAXY
11010,GALAXY
11011,QSO
11012,STAR
11013,QSO
11014,GALAXY
11015,GALAXY
11016,GALAXY
11017,GALAXY
11018,GALAXY
11019,QSO
11020,GALAXY
11021,STAR
11022,STAR
11023,QSO
11024,GALAXY
11025,QSO
11026,GALAXY
11027,GALAXY
11028,QSO
11029,GALAXY
11030,STAR
11031,STAR
11032,GALAXY
11033,GALAXY
11034,GALAXY
11035,GALAXY
11036,GALAXY
11037,GALAXY
11038,GALAXY
11039,GALAXY
11040,QSO
11041,GALAXY
11042,GALAXY
11043,GALAXY
11044,STAR
11045,GALAXY
11046,GALAXY
11047,STAR
11048,STAR
11049,QSO
11050,STAR
11051,GALAXY
11052,QSO
11053,GALAXY
11054,GALAXY
11055,GALAXY
11056,GALAXY
11057,STAR
11058,QSO
11059,GALAXY
11060,GALAXY
11061,QSO
11062,GALAXY
11063,QSO
11064,QSO
11065,QSO
11066,GALAXY
11067,STAR
11068,STAR
11069,GALAXY
11070,GALAXY
11071,GALAXY
11072,GALAXY
11073,GALAXY
11074,GALAXY
11075,QSO
11076,GALAXY
11077,STAR
11078,STAR
11079,GALAXY
11080,GALAXY
11081,QSO
11082,GALAXY
11083,GALAXY
11084,GALAXY
11085,GALAXY
11086,STAR
11087,STAR
11088,GALAXY
11089,GALAXY
11090,GALAXY
11091,GALAXY
11092,GALAXY
11093,QSO
11094,GALAXY
11095,STAR
11096,STAR
11097,GALAXY
11098,GALAXY
11099,GALAXY
11100,GALAXY
11101,GALAXY
11102,STAR
11103,QSO
11104,GALAXY
11105,STAR
11106,GALAXY
11107,GALAXY
11108,STAR
11109,GALAXY
11110,GALAXY
11111,GALAXY
11112,GALAXY
11113,GALAXY
11114,GALAXY
11115,STAR
11116,QSO
11117,GALAXY
11118,GALAXY
11119,STAR
11120,GALAXY
11121,GALAXY
11122,GALAXY
11123,GALAXY
11124,STAR
11125,GALAXY
11126,GALAXY
11127,STAR
11128,GALAXY
11129,QSO
11130,GALAXY
11131,GALAXY
11132,QSO
11133,GALAXY
11134,GALAXY
11135,GALAXY
11136,STAR
11137,STAR
11138,GALAXY
11139,QSO
11140,GALAXY
11141,STAR
11142,STAR
11143,GALAXY
11144,STAR
11145,GALAXY
11146,STAR
11147,GALAXY
11148,GALAXY
11149,GALAXY
11150,QSO
11151,GALAXY
11152,QSO
11153,GALAXY
11154,GALAXY
11155,GALAXY
11156,STAR
11157,GALAXY
11158,GALAXY
11159,GALAXY
11160,GALAXY
11161,STAR
11162,QSO
11163,QSO
11164,QSO
11165,GALAXY
11166,STAR
11167,GALAXY
11168,GALAXY
11169,QSO
11170,GALAXY
11171,GALAXY
11172,GALAXY
11173,GALAXY
11174,GALAXY
11175,GALAXY
11176,GALAXY
11177,QSO
11178,GALAXY
11179,STAR
11180,QSO
11181,QSO
11182,STAR
11183,STAR
11184,GALAXY
11185,GALAXY
11186,GALAXY
11187,STAR
11188,GALAXY
11189,QSO
11190,GALAXY
11191,GALAXY
11192,GALAXY
11193,STAR
11194,GALAXY
11195,STAR
11196,QSO
11197,STAR
11198,QSO
11199,QSO
11200,STAR
11201,GALAXY
11202,STAR
11203,STAR
11204,GALAXY
11205,GALAXY
11206,GALAXY
11207,GALAXY
11208,GALAXY
11209,GALAXY
11210,GALAXY
11211,GALAXY
11212,QSO
11213,QSO
11214,STAR
11215,GALAXY
11216,GALAXY
11217,GALAXY
11218,GALAXY
11219,QSO
11220,STAR
11221,STAR
11222,GALAXY
11223,STAR
11224,GALAXY
11225,GALAXY
11226,QSO
11227,GALAXY
11228,GALAXY
11229,STAR
11230,GALAXY
11231,STAR
11232,STAR
11233,STAR
11234,QSO
11235,QSO
11236,GALAXY
11237,GALAXY
11238,STAR
11239,STAR
11240,GALAXY
11241,STAR
11242,QSO
11243,GALAXY
11244,GALAXY
11245,STAR
11246,STAR
11247,GALAXY
11248,GALAXY
11249,GALAXY
11250,GALAXY
11251,GALAXY
11252,GALAXY
11253,STAR
11254,GALAXY
11255,GALAXY
11256,QSO
11257,GALAXY
11258,GALAXY
11259,STAR
11260,QSO
11261,STAR
11262,QSO
11263,GALAXY
11264,GALAXY
11265,GALAXY
11266,GALAXY
11267,STAR
11268,GALAXY
11269,GALAXY
11270,QSO
11271,QSO
11272,GALAXY
11273,QSO
11274,GALAXY
11275,QSO
11276,GALAXY
11277,QSO
11278,QSO
11279,GALAXY
11280,GALAXY
11281,STAR
11282,GALAXY
11283,GALAXY
11284,GALAXY
11285,GALAXY
11286,GALAXY
11287,GALAXY
11288,QSO
11289,GALAXY
11290,GALAXY
11291,GALAXY
11292,STAR
11293,STAR
11294,QSO
11295,GALAXY
11296,STAR
11297,STAR
11298,GALAXY
11299,QSO
11300,GALAXY
11301,GALAXY
11302,GALAXY
11303,GALAXY
11304,GALAXY
11305,QSO
11306,GALAXY
11307,STAR
11308,QSO
11309,QSO
11310,GALAXY
11311,GALAXY
11312,STAR
11313,QSO
11314,GALAXY
11315,GALAXY
11316,STAR
11317,STAR
11318,STAR
11319,GALAXY
11320,QSO
11321,STAR
11322,GALAXY
11323,GALAXY
11324,GALAXY
11325,GALAXY
11326,GALAXY
11327,GALAXY
11328,GALAXY
11329,GALAXY
11330,GALAXY
11331,GALAXY
11332,GALAXY
11333,GALAXY
11334,QSO
11335,GALAXY
11336,STAR
11337,GALAXY
11338,STAR
11339,STAR
11340,GALAXY
11341,GALAXY
11342,QSO
11343,GALAXY
11344,STAR
11345,GALAXY
11346,GALAXY
11347,GALAXY
11348,GALAXY
11349,STAR
11350,GALAXY
11351,STAR
11352,GALAXY
11353,GALAXY
11354,STAR
11355,GALAXY
11356,GALAXY
11357,GALAXY
11358,STAR
11359,GALAXY
11360,GALAXY
11361,QSO
11362,GALAXY
11363,GALAXY
11364,STAR
11365,GALAXY
11366,QSO
11367,GALAXY
11368,GALAXY
11369,GALAXY
11370,GALAXY
11371,GALAXY
11372,STAR
11373,GALAXY
11374,GALAXY
11375,QSO
11376,STAR
11377,STAR
11378,GALAXY
11379,STAR
11380,GALAXY
11381,GALAXY
11382,QSO
11383,STAR
11384,GALAXY
11385,GALAXY
11386,QSO
11387,GALAXY
11388,STAR
11389,GALAXY
11390,GALAXY
11391,STAR
11392,QSO
11393,GALAXY
11394,GALAXY
11395,GALAXY
11396,GALAXY
11397,QSO
11398,GALAXY
11399,GALAXY
11400,STAR
11401,GALAXY
11402,QSO
11403,GALAXY
11404,GALAXY
11405,STAR
11406,GALAXY
11407,STAR
11408,GALAXY
11409,STAR
11410,STAR
11411,GALAXY
11412,GALAXY
11413,QSO
11414,QSO
11415,GALAXY
11416,QSO
11417,STAR
11418,GALAXY
11419,GALAXY
11420,GALAXY
11421,GALAXY
11422,GALAXY
11423,GALAXY
11424,GALAXY
11425,GALAXY
11426,GALAXY
11427,QSO
11428,QSO
11429,QSO
11430,GALAXY
11431,GALAXY
11432,GALAXY
11433,STAR
11434,GALAXY
11435,STAR
11436,QSO
11437,QSO
11438,GALAXY
11439,QSO
11440,QSO
11441,QSO
11442,GALAXY
11443,STAR
11444,STAR
11445,GALAXY
11446,GALAXY
11447,GALAXY
11448,STAR
11449,GALAXY
11450,GALAXY
11451,GALAXY
11452,GALAXY
11453,QSO
11454,GALAXY
11455,GALAXY
11456,GALAXY
11457,GALAXY
11458,STAR
11459,GALAXY
11460,GALAXY
11461,GALAXY
11462,GALAXY
11463,GALAXY
11464,GALAXY
11465,GALAXY
11466,STAR
11467,GALAXY
11468,GALAXY
11469,GALAXY
11470,STAR
11471,GALAXY
11472,QSO
11473,STAR
11474,GALAXY
11475,GALAXY
11476,GALAXY
11477,QSO
11478,GALAXY
11479,GALAXY
11480,GALAXY
11481,GALAXY
11482,GALAXY
11483,STAR
11484,QSO
11485,GALAXY
11486,STAR
11487,QSO
11488,QSO
11489,GALAXY
11490,GALAXY
11491,GALAXY
11492,GALAXY
11493,GALAXY
11494,GALAXY
11495,GALAXY
11496,GALAXY
11497,GALAXY
11498,GALAXY
11499,QSO
11500,GALAXY
11501,GALAXY
11502,GALAXY
11503,GALAXY
11504,QSO
11505,GALAXY
11506,QSO
11507,GALAXY
11508,QSO
11509,STAR
11510,QSO
11511,GALAXY
11512,STAR
11513,STAR
11514,GALAXY
11515,GALAXY
11516,GALAXY
11517,QSO
11518,GALAXY
11519,STAR
11520,GALAXY
11521,GALAXY
11522,GALAXY
11523,STAR
11524,GALAXY
11525,GALAXY
11526,GALAXY
11527,QSO
11528,GALAXY
11529,GALAXY
11530,GALAXY
11531,GALAXY
11532,STAR
11533,QSO
11534,STAR
11535,GALAXY
11536,STAR
11537,GALAXY
11538,STAR
11539,QSO
11540,GALAXY
11541,GALAXY
11542,STAR
11543,GALAXY
11544,QSO
11545,GALAXY
11546,QSO
11547,QSO
11548,GALAXY
11549,GALAXY
11550,GALAXY
11551,STAR
11552,GALAXY
11553,GALAXY
11554,GALAXY
11555,QSO
11556,GALAXY
11557,STAR
11558,STAR
11559,GALAXY
11560,GALAXY
11561,GALAXY
11562,GALAXY
11563,QSO
11564,GALAXY
11565,GALAXY
11566,GALAXY
11567,STAR
11568,GALAXY
11569,QSO
11570,STAR
11571,GALAXY
11572,GALAXY
11573,STAR
11574,GALAXY
11575,QSO
11576,GALAXY
11577,GALAXY
11578,GALAXY
11579,GALAXY
11580,GALAXY
11581,GALAXY
11582,STAR
11583,GALAXY
11584,STAR
11585,STAR
11586,GALAXY
11587,GALAXY
11588,GALAXY
11589,STAR
11590,QSO
11591,GALAXY
11592,GALAXY
11593,GALAXY
11594,STAR
11595,GALAXY
11596,STAR
11597,STAR
11598,QSO
11599,GALAXY
11600,GALAXY
11601,GALAXY
11602,STAR
11603,QSO
11604,GALAXY
11605,GALAXY
11606,STAR
11607,GALAXY
11608,GALAXY
11609,STAR
11610,GALAXY
11611,GALAXY
11612,STAR
11613,STAR
11614,QSO
11615,QSO
11616,GALAXY
11617,GALAXY
11618,QSO
11619,GALAXY
11620,GALAXY
11621,GALAXY
11622,STAR
11623,QSO
11624,STAR
11625,GALAXY
11626,QSO
11627,GALAXY
11628,GALAXY
11629,STAR
11630,QSO
11631,GALAXY
11632,GALAXY
11633,STAR
11634,GALAXY
11635,QSO
11636,STAR
11637,GALAXY
11638,GALAXY
11639,GALAXY
11640,GALAXY
11641,GALAXY
11642,GALAXY
11643,QSO
11644,GALAXY
11645,STAR
11646,GALAXY
11647,GALAXY
11648,STAR
11649,STAR
11650,STAR
11651,GALAXY
11652,GALAXY
11653,GALAXY
11654,QSO
11655,GALAXY
11656,STAR
11657,GALAXY
11658,GALAXY
11659,STAR
11660,QSO
11661,GALAXY
11662,QSO
11663,GALAXY
11664,STAR
11665,STAR
11666,QSO
11667,GALAXY
11668,QSO
11669,GALAXY
11670,QSO
11671,GALAXY
11672,GALAXY
11673,QSO
11674,STAR
11675,GALAXY
11676,GALAXY
11677,STAR
11678,GALAXY
11679,GALAXY
11680,STAR
11681,QSO
11682,GALAXY
11683,GALAXY
11684,GALAXY
11685,GALAXY
11686,GALAXY
11687,GALAXY
11688,GALAXY
11689,GALAXY
11690,STAR
11691,GALAXY
11692,GALAXY
11693,QSO
11694,QSO
11695,GALAXY
11696,GALAXY
11697,GALAXY
11698,GALAXY
11699,GALAXY
11700,STAR
11701,QSO
11702,STAR
11703,STAR
11704,STAR
11705,GALAXY
11706,GALAXY
11707,GALAXY
11708,GALAXY
11709,STAR
11710,GALAXY
11711,GALAXY
11712,GALAXY
11713,GALAXY
11714,GALAXY
11715,STAR
11716,QSO
11717,GALAXY
11718,GALAXY
11719,STAR
11720,GALAXY
11721,QSO
11722,GALAXY
11723,GALAXY
11724,QSO
11725,STAR
11726,STAR
11727,GALAXY
11728,GALAXY
11729,GALAXY
11730,QSO
11731,GALAXY
11732,QSO
11733,QSO
11734,STAR
11735,STAR
11736,GALAXY
11737,GALAXY
11738,GALAXY
11739,QSO
11740,GALAXY
11741,STAR
11742,QSO
11743,GALAXY
11744,STAR
11745,GALAXY
11746,QSO
11747,GALAXY
11748,STAR
11749,STAR
11750,GALAXY
11751,GALAXY
11752,GALAXY
11753,GALAXY
11754,GALAXY
11755,QSO
11756,GALAXY
11757,GALAXY
11758,QSO
11759,GALAXY
11760,QSO
11761,STAR
11762,GALAXY
11763,GALAXY
11764,STAR
11765,STAR
11766,STAR
11767,GALAXY
11768,GALAXY
11769,GALAXY
11770,GALAXY
11771,STAR
11772,GALAXY
11773,STAR
11774,GALAXY
11775,STAR
11776,QSO
11777,QSO
11778,GALAXY
11779,GALAXY
11780,GALAXY
11781,STAR
11782,QSO
11783,GALAXY
11784,GALAXY
11785,GALAXY
11786,QSO
11787,GALAXY
11788,QSO
11789,QSO
11790,STAR
11791,GALAXY
11792,GALAXY
11793,GALAXY
11794,QSO
11795,STAR
11796,STAR
11797,STAR
11798,GALAXY
11799,STAR
11800,QSO
11801,GALAXY
11802,STAR
11803,GALAXY
11804,QSO
11805,STAR
11806,GALAXY
11807,QSO
11808,GALAXY
11809,STAR
11810,GALAXY
11811,GALAXY
11812,GALAXY
11813,QSO
11814,GALAXY
11815,GALAXY
11816,GALAXY
11817,GALAXY
11818,QSO
11819,GALAXY
11820,GALAXY
11821,STAR
11822,GALAXY
11823,QSO
11824,GALAXY
11825,GALAXY
11826,GALAXY
11827,GALAXY
11828,GALAXY
11829,STAR
11830,GALAXY
11831,GALAXY
11832,STAR
11833,GALAXY
11834,GALAXY
11835,GALAXY
11836,STAR
11837,STAR
11838,STAR
11839,QSO
11840,GALAXY
11841,QSO
11842,GALAXY
11843,GALAXY
11844,GALAXY
11845,STAR
11846,STAR
11847,STAR
11848,QSO
11849,GALAXY
11850,GALAXY
11851,GALAXY
11852,STAR
11853,STAR
11854,GALAXY
11855,GALAXY
11856,GALAXY
11857,GALAXY
11858,GALAXY
11859,STAR
11860,GALAXY
11861,GALAXY
11862,STAR
11863,QSO
11864,GALAXY
11865,GALAXY
11866,GALAXY
11867,GALAXY
11868,STAR
11869,QSO
11870,GALAXY
11871,STAR
11872,QSO
11873,GALAXY
11874,STAR
11875,GALAXY
11876,STAR
11877,GALAXY
11878,GALAXY
11879,STAR
11880,QSO
11881,GALAXY
11882,STAR
11883,GALAXY
11884,GALAXY
11885,GALAXY
11886,GALAXY
11887,GALAXY
11888,GALAXY
11889,STAR
11890,GALAXY
11891,GALAXY
11892,GALAXY
11893,GALAXY
11894,GALAXY
11895,STAR
11896,STAR
11897,STAR
11898,GALAXY
11899,QSO
11900,GALAXY
11901,GALAXY
11902,GALAXY
11903,GALAXY
11904,STAR
11905,GALAXY
11906,GALAXY
11907,GALAXY
11908,QSO
11909,GALAXY
11910,STAR
11911,STAR
11912,GALAXY
11913,GALAXY
11914,GALAXY
11915,GALAXY
11916,GALAXY
11917,STAR
11918,STAR
11919,GALAXY
11920,QSO
11921,QSO
11922,GALAXY
11923,QSO
11924,GALAXY
11925,QSO
11926,GALAXY
11927,GALAXY
11928,QSO
11929,GALAXY
11930,GALAXY
11931,QSO
11932,GALAXY
11933,GALAXY
11934,STAR
11935,GALAXY
